,d__Bacteria,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae,d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae,d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309,d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae,d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae,other
1,0.1195,0.8014444444444444,0.06322222222222222,0.0032222222222222222,0.0,0.0003333333333333333,0.0017222222222222222,0.010555555555555556
2,0.1594219135110912,0.6778512211516917,0.1090634102621555,0.008402419896930316,5.601613264620211e-05,0.00851445216222272,0.01910150123235492,0.01758906565090746
3,0.17734073906143732,0.5958399455905691,0.13687372477896168,0.012355474948991158,0.00022670596236681024,0.01858988891407844,0.036613012922239854,0.0221605078213557
4,0.17683333333333334,0.5595,0.14344444444444446,0.014055555555555556,0.0005,0.029388888888888888,0.05255555555555556,0.02372222222222222
5,0.14312596856320567,0.5808058445871154,0.1198251051582909,0.013891963692716405,0.002767323444764224,0.04582687624529555,0.0720611025016604,0.021695815806951516
6,0.07893544733861835,0.6366364665911665,0.08335220838052095,0.013363533408833523,0.009003397508493771,0.06591166477916195,0.09365798414496036,0.01913929784824462
7,0.027833333333333335,0.6842777777777778,0.06622222222222222,0.011722222222222222,0.017611111111111112,0.07355555555555555,0.10072222222222223,0.018055555555555554
8,0.009555555555555555,0.7318888888888889,0.10383333333333333,0.007555555555555556,0.052444444444444446,0.058333333333333334,0.02238888888888889,0.014
9,0.062,0.7420555555555556,0.07861111111111112,0.007666666666666666,0.027444444444444445,0.05527777777777778,0.017277777777777777,0.009666666666666667
10,0.005722222222222222,0.7358888888888889,0.11755555555555555,0.006555555555555556,0.0295,0.05355555555555556,0.035444444444444445,0.01577777777777778
11,0.008388888888888888,0.7266666666666667,0.13016666666666668,0.0055,0.06166666666666667,0.03811111111111111,0.017444444444444443,0.012055555555555555
12,0.016666666666666666,0.7277777777777777,0.09938888888888889,0.00788888888888889,0.022166666666666668,0.04883333333333333,0.0555,0.021777777777777778
13,0.05277777777777778,0.7222222222222222,0.08533333333333333,0.008555555555555556,0.03827777777777778,0.0345,0.03916666666666667,0.019166666666666665
14,0.042,0.7458333333333333,0.08877777777777777,0.005611111111111111,0.038,0.020444444444444446,0.043166666666666666,0.016166666666666666
15,0.006222222222222222,0.6733888888888889,0.16394444444444445,0.004111111111111111,0.05811111111111111,0.04427777777777778,0.03927777777777778,0.010666666666666666
16,0.11638888888888889,0.6736111111111112,0.07444444444444444,0.004611111111111111,0.035444444444444445,0.04427777777777778,0.03411111111111111,0.01711111111111111
17,0.06769556496545576,0.716792957432583,0.07532872743481168,0.012647648763093381,0.036550033429908625,0.042734566525518165,0.026186761756184534,0.02206373969244484
18,0.018666666666666668,0.7562222222222222,0.0801111111111111,0.02038888888888889,0.03766666666666667,0.03938888888888889,0.021055555555555557,0.0265
19,0.03761111111111111,0.7433888888888889,0.08733333333333333,0.014444444444444444,0.016444444444444446,0.034777777777777776,0.04094444444444444,0.025055555555555557
20,0.0034444444444444444,0.7810555555555555,0.1195,0.006111111111111111,0.028333333333333332,0.03783333333333333,0.01211111111111111,0.01161111111111111
21,0.006666666666666667,0.6843333333333333,0.15677777777777777,0.023555555555555555,0.02277777777777778,0.03838888888888889,0.03855555555555556,0.028944444444444443
22,0.04416666666666667,0.6923333333333334,0.10366666666666667,0.007166666666666667,0.05522222222222222,0.03172222222222222,0.0,0.06572222222222222
23,0.04577777777777778,0.7096666666666667,0.058555555555555555,0.021055555555555557,0.010722222222222222,0.03161111111111111,0.06866666666666667,0.05394444444444445
24,0.0185,0.8026666666666666,0.07016666666666667,0.010722222222222222,0.02311111111111111,0.030833333333333334,0.03133333333333333,0.012666666666666666
25,0.15977777777777777,0.6282777777777778,0.096,0.013888888888888888,0.02788888888888889,0.021222222222222222,0.030444444444444444,0.0225
26,0.08498045784477945,0.6955332216638749,0.0812395309882747,0.014461194863204914,0.04366275823562256,0.02568397543271915,0.034170854271356785,0.020268006700167505
27,0.009333333333333334,0.7630555555555556,0.06722222222222222,0.015277777777777777,0.05688888888888889,0.02988888888888889,0.03961111111111111,0.018722222222222223
28,0.03661111111111111,0.7622222222222222,0.06194444444444445,0.02,0.030333333333333334,0.0205,0.043277777777777776,0.025111111111111112
29,0.0008333333333333334,0.7208333333333333,0.11266666666666666,0.0165,0.03161111111111111,0.036,0.059666666666666666,0.02188888888888889
30,0.06233333333333333,0.7185,0.08644444444444445,0.0165,0.005833333333333334,0.038,0.050666666666666665,0.021722222222222223
31,0.020555555555555556,0.7207222222222223,0.10733333333333334,0.017333333333333333,0.022111111111111113,0.04894444444444444,0.04488888888888889,0.018111111111111113
32,0.01672222222222222,0.7187222222222223,0.10483333333333333,0.01572222222222222,0.03305555555555555,0.04772222222222222,0.04561111111111111,0.017611111111111112
33,0.013277777777777777,0.7192777777777778,0.1035,0.014611111111111111,0.04122222222222222,0.04777777777777778,0.04172222222222222,0.01861111111111111
34,0.009944444444444445,0.7183888888888889,0.10483333333333333,0.013888888888888888,0.04877777777777778,0.04577777777777778,0.03977777777777778,0.01861111111111111
35,0.008333333333333333,0.7173333333333334,0.10233333333333333,0.011722222222222222,0.059166666666666666,0.04572222222222222,0.035111111111111114,0.020277777777777777
36,0.006055555555555555,0.7166111111111111,0.10294444444444445,0.010333333333333333,0.06577777777777778,0.04555555555555556,0.03077777777777778,0.021944444444444444
37,0.004722222222222222,0.7181666666666666,0.10244444444444445,0.008222222222222223,0.07255555555555555,0.04461111111111111,0.026444444444444444,0.022833333333333334
38,0.0033888888888888888,0.721,0.10355555555555555,0.006388888888888889,0.0758888888888889,0.043611111111111114,0.020777777777777777,0.025388888888888888
39,0.0023888888888888887,0.7205,0.10316666666666667,0.0044444444444444444,0.08316666666666667,0.04172222222222222,0.017833333333333333,0.02677777777777778
40,0.0021666666666666666,0.7184444444444444,0.10544444444444444,0.0034444444444444444,0.08566666666666667,0.042277777777777775,0.013055555555555556,0.0295
41,0.001888888888888889,0.7206666666666667,0.103,0.0023333333333333335,0.08994444444444444,0.03994444444444444,0.01211111111111111,0.030111111111111113
42,0.0017777777777777779,0.7231111111111111,0.10511111111111111,0.0021666666666666666,0.08666666666666667,0.039,0.010333333333333333,0.03183333333333333
43,0.009166666666666667,0.6317222222222222,0.128,0.008444444444444444,0.11588888888888889,0.042833333333333334,0.013111111111111112,0.050833333333333335
44,0.05238888888888889,0.5718888888888889,0.12416666666666666,0.013666666666666667,0.1307222222222222,0.07561111111111112,0.002,0.029555555555555557
45,0.30777777777777776,0.49655555555555553,0.05511111111111111,0.0095,0.09183333333333334,0.022166666666666668,0.0,0.017055555555555556
46,0.0525,0.5639444444444445,0.1486111111111111,0.013333333333333334,0.12255555555555556,0.04694444444444444,0.0,0.05211111111111111
47,0.09416666666666666,0.5570555555555555,0.14383333333333334,0.01588888888888889,0.08861111111111111,0.04583333333333333,0.0,0.05461111111111111
48,0.1771111111111111,0.5343333333333333,0.12744444444444444,0.016888888888888887,0.04855555555555555,0.041,5.555555555555556e-05,0.05461111111111111
49,0.28055555555555556,0.5152777777777777,0.08405555555555555,0.007055555555555555,0.05511111111111111,0.03866666666666667,0.0,0.01927777777777778
50,0.09866666666666667,0.6378888888888888,0.13877777777777778,0.012,0.05411111111111111,0.04044444444444444,0.0,0.018111111111111113
51,0.08427777777777777,0.6443888888888889,0.11116666666666666,0.009333333333333334,0.08038888888888888,0.04338888888888889,0.0002777777777777778,0.02677777777777778
52,0.10016666666666667,0.6188333333333333,0.10033333333333333,0.01838888888888889,0.06177777777777778,0.06061111111111111,0.00022222222222222223,0.03966666666666667
53,0.1218888888888889,0.6017222222222223,0.0915,0.027833333333333335,0.037,0.06972222222222223,0.0,0.050333333333333334
54,0.021166666666666667,0.6773888888888889,0.15322222222222223,0.008333333333333333,0.08461111111111111,0.021388888888888888,0.0,0.03388888888888889
55,0.04072222222222222,0.5598333333333333,0.19477777777777777,0.010777777777777778,0.11716666666666667,0.016,0.0,0.06072222222222222
56,0.059666666666666666,0.46066666666666667,0.22777777777777777,0.013833333333333333,0.13433333333333333,0.014,0.0,0.08972222222222222
57,0.06566666666666666,0.628,0.126,0.021944444444444444,0.064,0.04094444444444444,0.007333333333333333,0.04611111111111111
58,0.009166666666666667,0.5991111111111111,0.1736111111111111,0.01938888888888889,0.07766666666666666,0.043055555555555555,0.011666666666666667,0.06633333333333333
59,0.011111111111111112,0.6159444444444444,0.15633333333333332,0.019444444444444445,0.06544444444444444,0.043277777777777776,0.024277777777777777,0.06416666666666666
60,0.00880242206772819,0.6257568961650595,0.1641063018614039,0.016763848396501458,0.05242206772819018,0.04182552141735815,0.01967930029154519,0.0706436420722135
61,0.004297354615470476,0.6161401942181047,0.1924880008929568,0.012222346244000447,0.03862038173903337,0.038173903337426054,0.010827101238977564,0.08723071771403058
62,0.0019444444444444444,0.6065,0.20994444444444443,0.010333333333333333,0.03172222222222222,0.036222222222222225,0.006055555555555555,0.09727777777777778
63,0.002,0.6045,0.20694444444444443,0.010777777777777778,0.036722222222222226,0.03716666666666667,0.007166666666666667,0.09472222222222222
64,0.0020555555555555557,0.6032777777777778,0.20366666666666666,0.010444444444444444,0.04161111111111111,0.03805555555555556,0.009555555555555555,0.09133333333333334
65,0.0027222222222222222,0.6031111111111112,0.198,0.01138888888888889,0.04516666666666667,0.0375,0.012944444444444444,0.08916666666666667
66,0.0032222222222222222,0.6040555555555556,0.1922222222222222,0.011166666666666667,0.0495,0.03727777777777778,0.017666666666666667,0.08488888888888889
67,0.003833333333333333,0.6132222222222222,0.185,0.011,0.049444444444444444,0.036555555555555556,0.021777777777777778,0.07916666666666666
68,0.004333333333333333,0.6177222222222222,0.1766111111111111,0.0115,0.05288888888888889,0.03711111111111111,0.0265,0.07333333333333333
69,0.004111111111111111,0.6220555555555556,0.1688888888888889,0.012611111111111111,0.05355555555555556,0.03705555555555556,0.029277777777777778,0.07244444444444445
70,0.005,0.6303333333333333,0.1625,0.012222222222222223,0.05383333333333333,0.03716666666666667,0.03216666666666667,0.06677777777777778
71,0.004555555555555556,0.6331111111111111,0.15622222222222223,0.012444444444444444,0.05477777777777778,0.03838888888888889,0.034166666666666665,0.06633333333333333
72,0.0013333333333333333,0.7647777777777778,0.08577777777777777,0.01161111111111111,0.036222222222222225,0.04438888888888889,0.011055555555555556,0.044833333333333336
73,0.0014444444444444444,0.7648888888888888,0.08116666666666666,0.013,0.03961111111111111,0.04466666666666667,0.012333333333333333,0.042888888888888886
74,0.0012777777777777779,0.7583888888888889,0.07955555555555556,0.013833333333333333,0.042166666666666665,0.044222222222222225,0.0165,0.044055555555555556
75,0.0018333333333333333,0.7492222222222222,0.08038888888888888,0.01572222222222222,0.044055555555555556,0.04427777777777778,0.01988888888888889,0.04461111111111111
76,0.0024444444444444444,0.7351111111111112,0.07861111111111112,0.017222222222222222,0.04794444444444444,0.04516666666666667,0.027944444444444445,0.04555555555555556
77,0.003277777777777778,0.7196111111111111,0.07972222222222222,0.019555555555555555,0.051055555555555555,0.04377777777777778,0.035222222222222224,0.04777777777777778
78,0.004333333333333333,0.7069444444444445,0.07838888888888888,0.021444444444444443,0.05416666666666667,0.043722222222222225,0.042444444444444444,0.04855555555555555
79,0.005944444444444444,0.6936666666666667,0.08188888888888889,0.02311111111111111,0.05616666666666666,0.04122222222222222,0.04855555555555555,0.049444444444444444
80,0.00788888888888889,0.6831666666666667,0.0805,0.02438888888888889,0.05961111111111111,0.04072222222222222,0.0545,0.04922222222222222
81,0.010666666666666666,0.6745,0.08344444444444445,0.025555555555555557,0.06244444444444444,0.03805555555555556,0.05661111111111111,0.04872222222222222
82,0.11727777777777777,0.581,0.11683333333333333,0.010944444444444444,0.043944444444444446,0.023555555555555555,0.030722222222222224,0.07572222222222222
83,0.001,0.7296666666666667,0.10455555555555555,0.008444444444444444,0.07811111111111112,0.042666666666666665,0.0077777777777777776,0.027777777777777776
84,0.009611111111111112,0.7097777777777777,0.10755555555555556,0.009777777777777778,0.09733333333333333,0.018444444444444444,0.0003333333333333333,0.04716666666666667
85,0.0007777777777777777,0.6583333333333333,0.10994444444444444,0.017222222222222222,0.0768888888888889,0.059944444444444446,0.021277777777777777,0.05561111111111111
86,0.0006111111111111111,0.6666111111111112,0.108,0.016833333333333332,0.07183333333333333,0.05772222222222222,0.021,0.05738888888888889
87,0.0003333333333333333,0.6822222222222222,0.10811111111111112,0.01638888888888889,0.06338888888888888,0.05355555555555556,0.01911111111111111,0.05688888888888889
88,0.0003333333333333333,0.7003333333333334,0.10888888888888888,0.015,0.05683333333333333,0.04572222222222222,0.01638888888888889,0.0565
89,0.00016666666666666666,0.7102222222222222,0.11122222222222222,0.014166666666666666,0.050555555555555555,0.04172222222222222,0.01411111111111111,0.057833333333333334
90,0.00016666666666666666,0.7121666666666666,0.11744444444444445,0.014166666666666666,0.04938888888888889,0.03894444444444444,0.010611111111111111,0.05711111111111111
91,0.0,0.6002222222222222,0.19444444444444445,0.013888888888888888,0.09033333333333333,0.059666666666666666,0.006833333333333334,0.03461111111111111
92,0.0,0.6010555555555556,0.184,0.01938888888888889,0.05377777777777778,0.04872222222222222,0.044833333333333336,0.04822222222222222
93,0.0002777777777777778,0.6412222222222222,0.13622222222222222,0.021111111111111112,0.03872222222222222,0.06,0.03188888888888889,0.07055555555555555
94,0.00022222222222222223,0.6457222222222222,0.14033333333333334,0.023666666666666666,0.049,0.05611111111111111,0.023333333333333334,0.06161111111111111
95,0.0002777777777777778,0.6151111111111112,0.1595,0.02638888888888889,0.07561111111111112,0.05538888888888889,0.015166666666666667,0.05255555555555556
96,0.00044444444444444447,0.4875555555555556,0.2594444444444444,0.008611111111111111,0.13955555555555554,0.020277777777777777,0.0008888888888888889,0.08322222222222223
97,0.0,0.6875555555555556,0.14466666666666667,0.013833333333333333,0.06638888888888889,0.043944444444444446,0.005555555555555556,0.03805555555555556
98,0.0,0.7174573369415144,0.12144474512619428,0.013199315181973823,0.05898271386756503,0.04015021814767769,0.0064063621803722316,0.0423593085547026
99,0.0,0.7243678799666574,0.11536537927202001,0.012281189219227563,0.053570436232286744,0.03389830508474576,0.006835232008891359,0.05368157821617116
100,5.555555555555556e-05,0.7185,0.11888888888888889,0.01161111111111111,0.0515,0.03038888888888889,0.00788888888888889,0.06116666666666667
101,0.00022222222222222223,0.6307222222222222,0.16305555555555556,0.010833333333333334,0.07655555555555556,0.05316666666666667,0.0185,0.04694444444444444
102,0.0,0.6880555555555555,0.14722222222222223,0.014722222222222222,0.06061111111111111,0.034166666666666665,0.024,0.03122222222222222
103,0.005333333333333333,0.7167777777777777,0.12077777777777778,0.024555555555555556,0.049666666666666665,0.03333333333333333,0.014777777777777779,0.034777777777777776
104,0.00011111111111111112,0.6735555555555556,0.12905555555555556,0.013666666666666667,0.10272222222222223,0.035055555555555555,0.009222222222222222,0.03661111111111111
105,0.0012222222222222222,0.6801111111111111,0.12461111111111112,0.012888888888888889,0.09872222222222223,0.034944444444444445,0.011111111111111112,0.03638888888888889
106,0.003833333333333333,0.6888888888888889,0.11538888888888889,0.012611111111111111,0.09461111111111112,0.03344444444444444,0.014333333333333333,0.03688888888888889
107,0.0077777777777777776,0.6966111111111111,0.11094444444444444,0.012888888888888889,0.08811111111111111,0.030055555555555554,0.019944444444444445,0.033666666666666664
108,0.012333333333333333,0.7055,0.10361111111111111,0.012222222222222223,0.07877777777777778,0.027944444444444445,0.02711111111111111,0.0325
109,0.017333333333333333,0.7138888888888889,0.0975,0.012444444444444444,0.06927777777777777,0.024722222222222222,0.03372222222222222,0.03111111111111111
110,0.021111111111111112,0.7220555555555556,0.095,0.01211111111111111,0.060055555555555556,0.021,0.039,0.029666666666666668
111,0.023555555555555555,0.7311666666666666,0.08961111111111111,0.012222222222222223,0.05405555555555556,0.01888888888888889,0.042166666666666665,0.028333333333333332
112,0.0255,0.7318888888888889,0.08738888888888889,0.0125,0.052,0.017611111111111112,0.04527777777777778,0.027833333333333335
113,0.00044444444444444447,0.7901666666666667,0.11844444444444445,0.006333333333333333,0.04616666666666667,0.019,0.002,0.017444444444444443
114,0.00016666666666666666,0.7241666666666666,0.1388888888888889,0.008666666666666666,0.05322222222222222,0.03027777777777778,0.0,0.04461111111111111
115,0.011,0.7203333333333334,0.12127777777777778,0.017277777777777777,0.04044444444444444,0.041166666666666664,0.0045,0.044
116,0.0036666666666666666,0.7693888888888889,0.08788888888888889,0.009,0.034555555555555555,0.05294444444444445,0.006333333333333333,0.036222222222222225
117,0.0018333333333333333,0.744,0.0975,0.010722222222222222,0.06294444444444444,0.030444444444444444,0.009611111111111112,0.042944444444444445
118,0.0016666666666666668,0.6133888888888889,0.1785,0.019444444444444445,0.08233333333333333,0.02011111111111111,0.0315,0.05305555555555556
119,0.020055555555555556,0.6593888888888889,0.15261111111111111,0.011277777777777777,0.10472222222222222,0.019944444444444445,0.0012777777777777779,0.030722222222222224
120,0.0,0.7222222222222222,0.12166666666666667,0.01911111111111111,0.08283333333333333,0.015944444444444445,0.0036666666666666666,0.034555555555555555
121,0.00022222222222222223,0.7448333333333333,0.10361111111111111,0.021833333333333333,0.029944444444444444,0.025944444444444444,0.023444444444444445,0.050166666666666665
122,0.04655555555555556,0.6550555555555555,0.09105555555555556,0.03177777777777778,0.02327777777777778,0.009666666666666667,0.030722222222222224,0.11188888888888888
123,0.0002777777777777778,0.6431666666666667,0.13783333333333334,0.017222222222222222,0.08177777777777778,0.04088888888888889,0.028666666666666667,0.050166666666666665
124,0.0002777777777777778,0.6529444444444444,0.15511111111111112,0.012611111111111111,0.06916666666666667,0.08638888888888889,0.00022222222222222223,0.02327777777777778
125,0.06655555555555556,0.5566111111111111,0.13644444444444445,0.013555555555555555,0.07027777777777777,0.010333333333333333,0.04705555555555556,0.09916666666666667
126,0.00011111111111111112,0.5834444444444444,0.2016111111111111,0.018555555555555554,0.11361111111111111,0.03277777777777778,0.00044444444444444447,0.049444444444444444
127,0.09516666666666666,0.5603333333333333,0.15816666666666668,0.011944444444444445,0.11488888888888889,0.02711111111111111,0.0,0.03238888888888889
128,0.0007222222222222222,0.7048333333333333,0.14005555555555554,0.010777777777777778,0.081,0.024833333333333332,0.0002777777777777778,0.0375
129,0.0006666666666666666,0.7693333333333333,0.08266666666666667,0.018333333333333333,0.06494444444444444,0.023833333333333335,0.0034444444444444444,0.03677777777777778
130,0.00038888888888888887,0.6528333333333334,0.1465,0.010833333333333334,0.11683333333333333,0.02038888888888889,0.006944444444444444,0.04527777777777778
131,0.004833333333333334,0.7594444444444445,0.10005555555555555,0.016,0.04005555555555555,0.01838888888888889,0.026555555555555554,0.034666666666666665
132,0.0,0.7128333333333333,0.13855555555555554,0.011777777777777778,0.06555555555555556,0.02261111111111111,0.022055555555555554,0.02661111111111111
133,0.002,0.5320555555555555,0.2088888888888889,0.012888888888888889,0.1355,0.03138888888888889,0.024666666666666667,0.05261111111111111
134,0.0,0.7240555555555556,0.108,0.01938888888888889,0.042055555555555554,0.03638888888888889,0.0385,0.03161111111111111
135,0.002277777777777778,0.6553888888888889,0.1582222222222222,0.01711111111111111,0.0908888888888889,0.022833333333333334,0.008166666666666666,0.04511111111111111
136,5.555555555555556e-05,0.7067222222222223,0.1391111111111111,0.0215,0.03238888888888889,0.02838888888888889,0.030055555555555554,0.041777777777777775
137,0.0008888888888888889,0.6434444444444445,0.1638888888888889,0.016777777777777777,0.10144444444444445,0.013666666666666667,0.014166666666666666,0.04572222222222222
138,0.0,0.6766111111111112,0.14994444444444444,0.014444444444444444,0.091,0.034,0.0033888888888888888,0.03061111111111111
139,0.0012777777777777779,0.6687222222222222,0.1365,0.014277777777777778,0.05572222222222222,0.03383333333333333,0.03961111111111111,0.050055555555555555
140,0.00016666666666666666,0.6296666666666667,0.18216666666666667,0.01211111111111111,0.08688888888888889,0.04083333333333333,0.01561111111111111,0.03255555555555555
141,0.0005555555555555556,0.6704444444444444,0.13644444444444445,0.021166666666666667,0.05361111111111111,0.051222222222222225,0.025166666666666667,0.04138888888888889
142,5.555555555555556e-05,0.7139444444444445,0.11538888888888889,0.015444444444444445,0.06905555555555555,0.033777777777777775,0.008222222222222223,0.04411111111111111
143,0.03877777777777778,0.6529444444444444,0.1341111111111111,0.022722222222222224,0.06066666666666667,0.03144444444444444,0.01361111111111111,0.04572222222222222
144,0.003777777777777778,0.5078333333333334,0.2773888888888889,0.0165,0.08472222222222223,0.015333333333333332,0.012944444444444444,0.0815
145,0.007166666666666667,0.5760555555555555,0.19994444444444445,0.017333333333333333,0.08438888888888889,0.021666666666666667,0.053,0.04044444444444444
146,0.0036666666666666666,0.6242222222222222,0.13361111111111112,0.025777777777777778,0.0806111111111111,0.0165,0.03283333333333333,0.08277777777777778
147,0.0033888888888888888,0.6333888888888889,0.16527777777777777,0.008833333333333334,0.1,0.02,0.03327777777777778,0.035833333333333335
148,0.0027222222222222222,0.601,0.21388888888888888,0.010444444444444444,0.08661111111111111,0.02322222222222222,0.025777777777777778,0.036333333333333336
149,0.0015555555555555555,0.5313888888888889,0.2353888888888889,0.019944444444444445,0.132,0.020833333333333332,0.007,0.05188888888888889
150,0.00011111111111111112,0.6407777777777778,0.13772222222222222,0.02677777777777778,0.09811111111111111,0.022555555555555554,0.00811111111111111,0.06583333333333333
151,0.00016666666666666666,0.6351111111111111,0.16766666666666666,0.011722222222222222,0.12294444444444444,0.016166666666666666,0.011333333333333334,0.034888888888888886
152,0.0024444444444444444,0.4013888888888889,0.29544444444444445,0.014833333333333334,0.14783333333333334,0.017333333333333333,0.04594444444444445,0.07477777777777778
153,0.00022222222222222223,0.6380555555555556,0.17422222222222222,0.012722222222222222,0.08366666666666667,0.029611111111111112,0.027444444444444445,0.034055555555555554
154,0.00011111111111111112,0.6526666666666666,0.16155555555555556,0.012722222222222222,0.09788888888888889,0.028555555555555556,0.009055555555555556,0.03744444444444445
155,0.00011111111111111112,0.6470555555555556,0.1587222222222222,0.013222222222222222,0.11266666666666666,0.026944444444444444,0.0011666666666666668,0.04011111111111111
156,0.012555555555555556,0.5606666666666666,0.16644444444444445,0.02022222222222222,0.07311111111111111,0.029222222222222222,0.07227777777777777,0.0655
157,0.0,0.6417222222222222,0.18444444444444444,0.014166666666666666,0.057277777777777775,0.03722222222222222,0.025944444444444444,0.03922222222222222
158,0.0,0.5966111111111111,0.16622222222222222,0.020888888888888887,0.0995,0.025555555555555557,0.03277777777777778,0.058444444444444445
159,0.00011111111111111112,0.5752777777777778,0.1706111111111111,0.022722222222222224,0.09855555555555555,0.023666666666666666,0.04427777777777778,0.06477777777777778
160,0.00011111111111111112,0.6161666666666666,0.14544444444444443,0.0245,0.081,0.024166666666666666,0.04761111111111111,0.061
161,5.555555555555556e-05,0.6491666666666667,0.12333333333333334,0.02688888888888889,0.06566666666666666,0.024333333333333332,0.050777777777777776,0.05977777777777778
162,0.00016666666666666666,0.6493888888888889,0.12827777777777777,0.027,0.06672222222222222,0.02277777777777778,0.0475,0.058166666666666665
163,0.0002777777777777778,0.6413333333333333,0.14405555555555555,0.024722222222222222,0.06655555555555556,0.020888888888888887,0.043,0.059166666666666666
164,0.0003333333333333333,0.6346111111111111,0.16216666666666665,0.023666666666666666,0.06744444444444445,0.017555555555555557,0.036722222222222226,0.0575
165,0.0006111111111111111,0.6302777777777778,0.17644444444444443,0.021833333333333333,0.07088888888888889,0.015555555555555555,0.027666666666666666,0.05672222222222222
166,0.0005,0.6351111111111111,0.17816666666666667,0.019444444444444445,0.07527777777777778,0.014055555555555556,0.01838888888888889,0.059055555555555556
167,0.0,0.6402222222222222,0.11527777777777778,0.010277777777777778,0.14722222222222223,0.03838888888888889,0.0008888888888888889,0.04772222222222222
168,0.0,0.6711111111111111,0.10811111111111112,0.010277777777777778,0.12977777777777777,0.035055555555555555,0.001388888888888889,0.04427777777777778
169,0.0,0.6982777777777778,0.10466666666666667,0.012277777777777778,0.10505555555555555,0.03238888888888889,0.0033333333333333335,0.044
170,0.0,0.7114444444444444,0.10844444444444444,0.013,0.08938888888888889,0.03111111111111111,0.0036666666666666666,0.042944444444444445
171,0.0,0.7156111111111111,0.11911111111111111,0.016,0.0748888888888889,0.029555555555555557,0.0047777777777777775,0.04005555555555555
172,0.0,0.6574444444444445,0.1835,0.010555555555555556,0.08133333333333333,0.029055555555555557,0.00038888888888888887,0.03772222222222222
173,0.0,0.6096666666666667,0.16816666666666666,0.015055555555555556,0.1505,0.017444444444444443,0.0020555555555555557,0.03711111111111111
174,0.0002777777777777778,0.5149444444444444,0.25955555555555554,0.015222222222222222,0.11027777777777778,0.024888888888888887,0.030944444444444445,0.04388888888888889
175,0.0008333333333333334,0.5218333333333334,0.235,0.01661111111111111,0.0923888888888889,0.03122222222222222,0.06155555555555556,0.04055555555555555
176,0.003203867123826654,0.5525827665673655,0.20010117475127873,0.02776684840649767,0.07200269799336743,0.027373391040413694,0.06801191613737283,0.04895733797987747
177,0.0067447045707915276,0.5812151616499442,0.15947603121516166,0.045094760312151615,0.05027870680044593,0.019342251950947603,0.07073578595317725,0.06711259754738015
178,0.008555555555555556,0.596,0.1393888888888889,0.05427777777777778,0.03727777777777778,0.015166666666666667,0.07155555555555555,0.07777777777777778
179,0.006722222222222222,0.7174444444444444,0.13316666666666666,0.016,0.04822222222222222,0.022722222222222224,0.019777777777777776,0.035944444444444446
180,0.0,0.7009444444444445,0.11072222222222222,0.014222222222222223,0.07333333333333333,0.029944444444444444,0.0265,0.044333333333333336
181,0.0008333333333333334,0.5447777777777778,0.20055555555555554,0.018666666666666668,0.11094444444444444,0.03211111111111111,0.03422222222222222,0.057888888888888886
182,0.0,0.6776666666666666,0.20322222222222222,0.011722222222222222,0.04466666666666667,0.018333333333333333,0.007166666666666667,0.03722222222222222
183,0.0,0.7580555555555556,0.10161111111111111,0.012222222222222223,0.041055555555555553,0.0335,0.0006666666666666666,0.05288888888888889
184,0.0012777777777777779,0.7277222222222223,0.08694444444444445,0.022944444444444444,0.06788888888888889,0.030944444444444445,0.004,0.058277777777777776
185,0.0,0.6455555555555555,0.12838888888888889,0.014277777777777778,0.13483333333333333,0.017666666666666667,0.019777777777777776,0.0395
